DO,pH,Alkalinity,Hardness,Nitrite,H2S,Salinity,Ammonia,Temperature,WSS,AHPND,TSV,YHV
2.67,6.29,187.65,218.96,0.7,0.01,20.29,0.03,35.31,1,0,1,1
1.25,9.26,143.55,175.49,0.13,0.02,22.11,3.63,35.38,1,1,1,1
8.43,6.17,29.43,42.15,1.1,0.02,21.78,3.72,31.23,1,1,1,1
0.94,6.06,160.64,207.33,1.23,0.01,24.07,0.22,31.9,1,0,1,1
14.8,6.21,37.15,271,1.08,0.01,14.33,0.6,29.44,1,1,1,0
2.16,9.26,44.83,66.19,1.88,0,20.42,1.58,34.79,1,1,1,1
9.61,6.23,139.97,48.76,0.1,0.01,21.5,4.95,34.59,0,0,0,1
2.63,6.48,41.68,204.96,0.32,0.01,20.82,0.5,33.47,1,1,1,1
11.64,9.3,152.48,38.78,1.39,0.01,16.94,0.01,33.68,0,0,0,1
1.72,6.06,116.53,166.04,0.82,0.02,11.42,0.66,32.91,1,1,1,1
1.32,6.12,25.54,49.52,0.6,0.01,16.18,4.85,32.22,1,1,1,1
0.84,9.34,37.66,157.11,1.49,0.01,24.22,3.05,35.44,1,1,1,1
10.96,6.39,172.78,161.46,0.23,0.01,14.13,1.28,28.56,0,0,0,0
0.97,9.41,39.31,38.06,1.47,0.02,20.78,0.84,30.64,1,1,1,1
10.41,6.1,28.25,48.91,1.46,0.01,15.59,0.16,30.59,1,1,1,1
1.23,6.42,183.76,225.99,0.39,0.01,16.67,4.14,32.5,1,0,1,1
0.75,9.11,42.96,49.11,0.14,0.02,17.82,0.53,28.52,1,1,1,1
0.73,9.49,171.73,50.76,1.1,0.01,24.09,5.23,36.18,1,1,1,1
1.22,9.01,118.03,53.39,1.21,0.01,23.82,5.9,33.29,1,1,1,1
2.77,6.3,119.2,222.23,1.35,0,22.59,0.17,32.39,1,1,1,1
11.11,6.48,40.56,56.26,1.2,0.01,22.54,5.54,35.88,1,1,1,1
12.11,6.36,39.51,62.93,0.95,0,12.89,0.86,32.5,1,1,1,1
0.64,9.06,33.91,74.55,1.38,0,23.2,0.72,33.23,1,1,1,1
13.82,9.3,140.44,66.6,0.88,0,24.59,5.27,32.83,0,1,0,1
2.91,9.35,178.24,39.81,1.14,0.02,13.38,4.53,29.96,1,1,1,1
13.37,6.27,49.52,68.75,1.45,0.01,14.9,4.7,31.98,1,1,1,1
0.97,6.35,118.29,165.98,1.67,0,15.81,0.21,36.41,1,1,1,1
2.72,9.23,170.25,74.87,1.96,0.01,21.01,2.59,31.86,1,1,1,1
11.41,9.45,162.38,64.68,1.63,0.01,23.82,0.22,34.45,0,0,0,1
0.13,9.29,188.8,281.99,0.09,0.02,21.56,1.97,30.35,1,1,1,1
0.44,9.35,47.39,168.62,0.71,0.01,22.78,2.47,33.11,1,1,1,1
13.65,6.69,39.5,107.49,0.01,0.02,19.68,0.21,33.04,1,1,1,1
0.59,7.93,59.41,145.5,0.02,0.02,15.14,0.13,32.44,1,0,1,1
11.01,8.58,80.85,133.68,0.01,0.02,22.93,0.51,29.16,0,1,0,1
2.34,7.24,85.18,137.11,0,0.02,22.61,4.55,33.72,1,1,1,1
9.79,8.11,76.61,95.65,0.01,0.02,23.69,2.85,28.62,0,1,0,1
13.73,6.84,51.36,104.11,0.01,0.02,10.09,0.11,33.47,1,1,1,1
10.48,8.61,65.09,145.02,0,0.02,11.95,4.68,32.74,0,1,0,1
8.91,8.56,47.57,108.45,0.02,0.02,24.49,0.31,28.03,0,1,0,1
14.05,8.38,98.31,94.74,0.01,0.02,12.83,4.89,32.81,0,1,0,1
2.87,8.79,58.2,130.28,0.02,0.02,22.64,3.84,36.75,1,1,1,1
14.25,7.63,46.28,116.66,0,0.02,10.24,3.08,35.02,0,0,0,1
14.47,8.26,75.73,113.08,0.01,0.02,14.65,4.25,35.61,0,1,0,1
12.99,8.19,60.34,101,0.01,0.02,15.69,0.61,32.48,0,1,0,1
0.24,7.52,81.42,75.34,0.01,0.02,14.97,0.12,32.69,1,0,1,1
10.41,8.77,46.75,96.2,0.02,0.02,15.45,0.13,30.2,0,1,0,1
2.99,8.65,81.95,138.39,0,0.02,20.95,0.27,29.43,1,1,1,1
12.19,7.09,77.62,98.61,0.02,0.02,20.55,5.76,34.23,1,1,0,1
11.05,7.91,69.18,145.6,0.02,0.02,20.75,0.57,31.21,0,0,0,1
12.99,7.75,46.78,125.12,0.01,0.02,18.26,0.88,31.84,0,0,0,1
0.42,8.87,31.56,75.77,0,0.02,15.15,2.11,34.8,1,1,1,1
1.74,6.54,41.79,130.25,0,0.02,21.14,2.12,32.86,1,1,1,1
13.45,7.27,90.14,103.56,0.01,0.02,13.19,0.9,28.52,1,1,0,1
12.98,8.92,40.15,149.92,0,0.02,16.95,0.81,30.01,0,1,0,1
2.13,8.62,27.55,90.2,0.02,0.02,15.6,5.41,28.8,1,1,1,1
2.98,6.75,87.41,86.23,0.01,0.02,15.08,4.84,30.8,1,1,1,1
10.17,6.6,33.96,135.08,0.01,0.02,16.77,0.76,36.16,1,1,1,1
10.77,8.77,81.45,147.4,0.01,0.02,21.65,0.29,36.46,0,1,0,1
10.46,7.88,79.47,144.1,0.01,0.02,12.15,3.04,34.07,0,0,0,1
1.83,8.61,58.01,132.69,0.01,0.02,14.65,0.8,35.34,1,1,1,1
14.97,7.28,52.48,107.48,0.01,0.02,13.93,4.28,30.42,1,1,0,1
11.51,7.8,40.29,78.97,0,0.02,23.32,4.42,33.57,0,1,0,1
9.92,6.99,87.39,147,0,0.02,17.41,0.24,33.85,1,1,1,1
1.61,6.53,66.84,86.69,0.01,0.02,23.87,2.35,34.04,1,1,1,1
2.76,8.87,94.09,85.53,0.02,0.02,20.21,0.91,29.41,1,1,1,1
2.4,7.83,81.65,128.63,0,0.02,22.91,0.88,35.94,1,0,1,1
0.71,6.75,85.65,145.92,0,0.02,10.43,4.33,28.55,1,1,1,1
0.24,7.63,71.25,130.87,0.01,0.02,23.33,4.77,29.58,1,0,1,1
1.07,8.37,75.88,117.09,0.01,0.02,18.53,0.43,32.77,1,1,1,1
1.96,7.83,99.02,85.9,0,0.02,24.82,3.67,33.78,1,0,1,1
13.16,8.82,26.09,122.56,0.02,0.02,13.15,3.42,29.83,0,1,0,1
10.1,7.49,42.3,122.07,0.01,0.02,23.84,0.66,34.43,1,1,0,1
9.48,6.9,49.82,138.62,0.01,0.02,10.64,2.8,29.29,1,1,1,1
14.17,8.62,43.55,142.71,0.01,0.02,18.73,0.84,28.31,0,1,0,1
9.08,6.91,59.98,84.1,0,0.02,18.14,0.53,28.01,1,1,1,1
13.78,8.64,37.87,80.97,0.01,0.02,16.31,5.16,36.82,0,1,0,1
1.3,8.61,96.02,115.62,0.02,0.02,24.74,2.14,30.17,1,1,1,1
1.38,7.71,52.17,138.26,0.01,0.02,20.69,0.6,28.72,1,0,1,1
0.93,8.43,31.43,79.12,0.02,0.02,17.15,0.17,35.07,1,1,1,1
1.41,8.61,97.57,134.82,0.02,0.02,15.43,0.66,30.24,1,1,1,1
12.9,7.5,44.32,75.89,0,0.02,20.78,2.65,34.26,0,1,0,1
6.6,6,25.96,35.91,0.03,0.01,23.91,0.05,32.82,1,1,1,1
5.28,6.2,169.95,57.83,1.38,0,15.63,0.43,35.8,0,0,0,1
7.54,9.46,184.54,281.65,0.34,0,10.83,0.4,36.68,0,0,0,0
5.92,6.15,119.55,38.69,1.52,0,20.66,0.22,28.99,1,1,0,0
5.23,9.27,30.93,35,0.43,0.01,16.71,2.36,31.95,0,1,0,1
5.82,6.29,138.26,69.99,1.14,0.01,15.8,5.52,31.61,0,0,0,1
7.12,6.47,109.09,52.9,1.48,0.01,23.51,3.34,31.94,1,1,0,1
5.8,9.44,158.12,61.98,0.13,0.02,14.85,4.61,30.68,0,1,0,0
7.62,6.42,27.02,170.71,1.66,0.01,24.54,0.84,30.04,1,1,1,1
7.79,9.35,27.57,47.34,1.34,0.01,24.33,0.89,32.48,0,1,0,1
5.8,9.19,45.63,204.2,1.71,0.01,24,0.51,35.13,0,1,0,1
6.09,9.2,36.1,224.36,0.46,0.02,12.67,1.61,34.29,0,1,0,1
7.45,6.03,45.86,46.54,1.09,0,24.76,4.02,32.33,1,1,1,1
5.33,6.13,44.09,72.7,1.64,0,16.27,0.93,30.28,1,1,1,1
5.61,6.14,182.22,37.72,1.74,0.01,24.11,4.05,31.62,0,0,0,1
6.12,6.08,38.38,54.56,1.69,0,10.33,1.27,32.13,1,1,1,1
7.31,6.47,37.7,72.93,0.84,0.01,21.88,1.52,33.07,1,1,1,1
5.33,6.09,43.22,254.4,1.17,0.01,24.81,0.45,34.98,1,1,1,1
7.85,9.3,47.89,73.5,0.83,0.01,21.98,0.47,30.23,0,1,0,1
7.42,6.38,124.28,22.89,1.22,0,21.87,0.91,31.22,0,0,0,1
6.74,6.3,147.3,243.43,1.66,0.01,19.32,2.85,34.54,0,0,0,1
5.09,9.36,111.95,252.93,0.12,0.01,23.66,0.54,28.57,0,1,0,1
7.76,9.09,32.52,63.29,0.78,0.02,23.33,3.17,28.06,0,1,0,1
6.27,6.19,159.48,57.02,1.46,0.01,20.97,0.09,29.28,0,0,0,0
5.86,9.26,39.16,39.1,1.05,0,10.6,0.51,29.98,0,1,0,1
5.72,6.36,30.96,280.29,0.25,0.01,17.26,0.67,30.25,1,1,1,0
6.38,6.39,29.38,72.95,0.81,0,22.51,0.19,29.11,1,1,1,1
6.86,6.44,175.61,42.72,1.14,0.01,12.15,3.49,31.28,0,0,0,1
5.01,6.11,44.1,45.2,0.61,0,11.29,0.52,30.75,1,1,1,1
7.09,9.21,29.49,299.75,0.5,0.01,13.92,0.41,29.91,0,1,0,0
7.78,9.39,182.57,36.32,1.77,0,22.32,0.69,33.37,0,0,0,1
7.51,6.34,176.04,227.72,0.73,0.02,24.44,0.05,36.24,0,0,0,1
6.85,9.4,47.73,26.15,0.88,0.01,24.01,0.07,35.97,0,1,0,1
6.63,9.05,180.76,64.26,0.31,0,24.12,0.18,33.67,0,0,0,1
7.18,6.35,172.18,32.45,1.58,0.02,19.15,5.55,36.44,0,0,0,1
7.03,6.12,33.96,281.86,0.81,0.02,20.57,4.41,31.34,1,1,1,1
6.69,9.22,39,216.5,1.94,0,12.75,5.6,31.91,0,1,0,1
7.67,6.37,40.42,211,0.8,0,20.54,5.13,28.69,1,1,1,1
5.13,6.11,25.99,275,1.7,0.01,10.72,5.72,35.5,1,1,1,0
7.71,6.38,199.4,67.02,0.44,0,21.59,0.32,31.21,0,0,0,1
6.59,9.37,25.03,37.1,1.71,0.02,15.95,3.28,32.54,0,1,0,1
6.15,6.04,181.67,263.13,0.69,0.01,21.14,2,29.52,0,0,0,0
5.86,6.31,182.9,59.4,0.16,0,11.61,2.54,30.43,0,0,0,0
6.26,6.09,185.99,70.71,0.12,0,22.79,1.77,28.22,0,0,0,0
7.68,6.42,116.95,58.51,1.56,0,11.54,1.89,31.06,1,1,0,1
5.94,9.4,157.04,197.53,1.32,0.01,24.57,0.99,35.47,0,0,0,1
7.64,9.41,43.3,263.84,0.05,0,18.12,0.96,36.57,0,1,0,0
7.51,6.07,173.19,52.55,0.35,0,24.54,2.57,34.62,0,0,0,1
6.32,9.42,46.28,272.31,1.65,0.01,12.51,0.25,29.88,0,1,0,0
6.43,6.48,28.08,267.35,0.89,0,15.85,0.95,36.36,1,1,1,0
4.77,7.45,45.2,128.59,0,0.02,20.22,0.76,28.15,1,1,0,1
4.85,8.06,65.6,130.65,0.02,0.02,20.81,5.87,36.39,0,1,0,1
4.89,8.46,30.52,96.17,0.01,0.02,22.97,0.63,28.33,0,1,0,1
4.04,7.99,77.29,140.26,0.01,0.02,21.44,0.56,31.39,0,0,0,1
3.36,8.13,72.93,84.2,0.01,0.02,23.07,0.38,33.53,1,0,1,1
4.64,7.97,75,104.35,0.01,0.02,11.84,0.43,36.1,0,0,0,1
3.1,6.9,70.26,132.94,0.02,0.02,23.15,0.3,36.6,1,1,1,1
3.26,6.61,52.76,137.56,0.01,0.02,22.38,0.24,33.76,1,1,1,1
4.86,6.84,64.97,113.13,0,0.02,15.72,1.9,28.33,1,1,1,1
3.56,7.21,48.38,149.87,0.01,0.02,11.03,2.11,29.06,1,1,0,1
4.89,8.39,39.12,124.82,0,0.02,20.97,1.3,28.18,0,1,0,1
4.37,7.54,89.45,82.15,0.02,0.02,21.91,0.63,28.84,0,0,0,1
4.35,6.86,58.89,127.12,0.02,0.02,17.3,0.19,28.72,1,1,1,1
3.75,8.34,67,120.56,0.02,0.02,24.71,4.58,36.87,1,1,1,1
4.74,8.17,76.66,102.88,0,0.02,24.03,5.82,31.77,0,1,0,1
4.12,8.09,84.06,76.44,0.01,0.02,20.72,2.81,30.3,0,1,0,1
3.61,7.86,84.96,144.85,0.01,0.02,19.86,2.11,30.06,1,0,0,1
4.7,7.13,95.06,91.54,0,0.02,19.75,0.61,30.23,1,1,0,1
4.57,6.68,77.56,81.77,0.02,0.02,23.1,0.79,31.81,1,1,1,1
4.94,7.47,79.31,116,0.01,0.02,23.52,5.23,29.95,1,1,0,1
4.96,8.89,39.59,107.48,0.01,0.02,20.85,0.38,36.24,0,1,0,1
4.21,6.56,91.47,114.69,0.01,0.02,11.93,1.94,30.35,1,1,1,1
3.03,7.98,60.2,142.16,0.02,0.02,21.66,1.73,30.32,1,0,1,1
3.51,8.71,93.06,80.26,0.01,0.02,16.14,0.9,33.6,1,1,1,1
3.62,7.95,65.6,80.79,0.02,0.02,16.24,0.28,31.53,1,0,1,1
3.45,8.29,36.19,89.79,0,0.02,11.77,3.18,33.18,1,1,1,1
4.45,8.29,90.08,123.04,0,0.02,17.73,4.21,36.84,0,1,0,1
4.3,7.45,81.05,99.02,0,0.02,12.39,4.33,30.47,1,1,0,1
4.86,6.89,82.76,82.73,0.01,0.02,24.86,0.66,33.47,1,1,1,1
4.09,6.89,43.02,117.03,0.02,0.02,22.36,5.02,31.2,1,1,1,1
3.88,7.66,35.23,107.16,0.01,0.02,19.02,0.38,36.87,1,1,0,1
4.28,6.59,84.1,128.25,0.01,0.02,21.37,0.48,34.5,1,1,1,1
3.44,8.32,91.57,124.31,0.01,0.02,11.33,0.72,29.7,1,1,0,1
3.1,8.38,51.5,146.24,0.01,0.02,19.39,0.89,34.93,1,1,1,1
3.42,7.63,65.35,116.63,0.01,0.02,24.65,0.34,33.14,1,0,1,1
4.73,7.22,55.13,82.1,0.01,0.02,21.53,3.15,31.94,1,1,0,1
3.22,6.86,32.34,107.2,0.01,0.02,10.43,1.64,28.86,1,1,1,1
4.93,7.73,84.39,98.25,0.01,0.02,12.54,1.25,29.07,0,0,0,1
3.81,7.41,43.63,129.73,0.01,0.02,15.32,0.27,31.46,1,1,0,1
3.36,8.45,59.65,89.79,0.01,0.02,16.62,5.32,31.69,1,1,1,1
4.13,6.85,46.41,86.78,0.01,0.02,13.85,0.31,32.21,1,1,1,1
3.82,8.37,32.52,92.04,0,0.02,13.24,0.55,33.77,1,1,0,1
4.58,8.05,68.94,90.74,0.02,0.02,12.79,0.78,32.43,0,1,0,1
3.15,8.77,25.41,104.79,0.02,0.02,22.05,0.39,28.07,1,1,1,1
3.05,8.29,42.81,75.25,0.01,0.02,24.37,4.69,29.43,1,1,1,1
4.68,6.79,99.5,123.31,0,0.02,14.57,0.09,35.58,1,1,0,1
3.24,8.68,81.04,116.61,0.01,0.02,21.31,0.62,33.48,1,1,1,1
4.91,6.66,31.68,143.95,0.01,0.02,24.24,5.73,28.93,1,1,1,1
4.22,6.5,30.18,115.05,0.02,0.02,20.62,3.91,36.36,1,1,1,1
3.53,7.27,84.5,86.67,0.01,0.02,20.45,0.62,30.12,1,1,0,1
5.25,9.44,127.11,183.27,0.79,0.01,11.43,2.27,33.18,0,1,0,1
7.26,6.06,173.07,177.21,1.37,0.01,14.61,0.46,32.7,0,0,0,1
6.63,9.15,30.57,41.31,0.89,0,15.49,2.88,36.81,0,1,0,1
7.06,6.08,30.88,153.69,0.72,0,22.29,2.85,29.46,1,1,1,1
7.36,9.15,144.84,192.95,0.59,0.02,24.06,4.36,30.9,0,1,0,0
6.88,6.2,43.58,48.87,0.11,0.01,13.89,4.92,33.53,1,1,1,1
7.08,9.35,128.11,21.98,1.7,0.01,21.86,2.47,31.95,0,1,0,1
5.63,6.03,44.12,239.45,1.63,0.01,23.37,3.04,28.35,1,1,1,1
6.85,6.18,28.37,38.57,0.1,0,15.75,0.48,33.11,1,1,1,1
5.37,9.24,27.49,53.83,1.92,0.02,21.23,0.05,29.5,0,1,0,1
5.35,6.15,102.89,156.05,1.89,0.01,12.3,3.79,36.42,1,1,0,1
7.51,6.31,29.67,226.18,1.54,0.01,12.12,4.9,30.69,1,1,1,1
7.1,9.12,172.77,56.17,1.66,0,17.9,0.72,30.14,0,0,0,0
5.05,9.06,111.62,32.93,1.58,0.02,20.18,0.58,34.85,0,1,0,1
7.12,6.12,47.12,218.36,0.99,0,18.93,5.45,33.14,1,1,1,1
5.89,9.45,172.2,280.96,0.41,0.01,24.83,4.82,30.88,0,1,0,0
7.29,6.47,159.02,23.35,0.03,0.01,11.98,0.24,29.61,0,0,0,0
5.91,9.35,44.49,21.65,0.18,0,19.57,0.67,29.12,0,1,0,1
7.9,6.28,37.14,36.74,1.12,0.01,19.7,0.56,28.34,1,1,1,1
7.79,6.45,34.78,200.3,0.92,0.01,23.53,3.48,36.78,1,1,1,1
5.81,9.33,100.07,59.39,1.97,0.01,22.09,0.76,31.53,0,1,0,1
5.3,9.05,26.85,71.2,1.88,0.01,18.77,0.93,31.55,0,1,0,1
7.68,9.29,143.39,172.99,1.6,0,10.5,3.47,32.58,0,1,0,1
5.85,9.11,193.93,196.86,1.79,0.01,12.36,0.58,28.23,0,0,0,0
6.38,9.15,37.88,71.71,0.65,0.01,19.34,0.38,30.3,0,1,0,1
5.35,6.25,26.53,32.55,0.9,0.01,17.4,4.92,31.27,1,1,1,1
5.71,6.43,189.82,291.82,1.89,0.01,24.17,0.16,35.5,0,0,0,1
7.36,6.18,132.83,247.8,1.18,0.01,21.71,4.93,28.72,0,0,0,0
5.51,6.3,42.13,164.74,1.44,0.01,16.56,0.3,28.21,1,1,1,1
7.56,9.29,29.78,208.01,1.33,0.01,24.3,0.02,34.29,0,1,0,1
5.36,9.26,42.23,25.5,0.3,0,23.9,0.76,36.36,0,1,0,1
7.39,9.06,29.05,269.08,0.4,0.01,19.8,0.27,28.8,0,1,0,0
6.02,6.42,27.72,50.03,1.67,0,22.93,4.98,36.3,1,1,1,1
7.69,9.22,45.64,69.02,0.64,0.01,21.95,5.12,36.5,0,1,0,1
7.06,6.38,45.96,24.92,1.54,0,20.5,1.63,32.71,1,1,1,1
5.47,6.01,28.51,196.09,1.99,0.02,24.01,1.52,35.22,1,1,1,1
7.97,9.41,123.41,173.82,0.64,0.01,20.32,0.51,36.32,0,0,0,1
6.79,9.17,187.82,275.17,0.45,0.02,24.21,3.22,30.66,0,1,0,0
5.25,9.39,124.82,285.92,0.2,0.01,11.28,4.94,34.32,0,1,0,0
5.87,6.05,28.25,271.18,1.83,0.02,11.86,2.98,29.68,1,1,1,0
5.85,6.02,116.16,193.86,1.31,0.02,19.85,3.57,30.34,1,1,0,0
5.14,9.49,34.82,151.41,0.16,0.01,16.07,3.59,34.62,0,1,0,1
5.38,9.24,153.24,65.91,0.28,0.02,13.21,0.35,29.56,0,0,0,0
6.08,9.21,143.5,45.87,0.21,0.01,24.72,0.79,33.68,0,0,0,1
5.94,9.17,192.38,58.25,1.9,0.01,16.52,3.38,35.62,0,1,0,1
6.9,6.27,165.97,259.46,1.96,0.01,23.15,5.97,30.66,0,0,0,0
7.06,9.04,39.06,277.9,0.03,0.02,14.43,0.15,30.77,0,1,0,0
5.97,9.24,30.53,69.9,1.21,0.01,12.96,0.57,30.88,0,1,0,1
7.47,9.16,36.05,259.98,1.91,0.02,23.15,4.35,36.18,0,1,0,1
5.96,9.43,38.18,20.68,0.17,0.01,21.26,0.05,32.22,0,1,0,1
4.39,7.03,46.83,115.14,0.01,0.02,21.27,0.18,30.71,1,1,0,1
4.05,7.58,60.54,104.81,0.01,0.02,18.44,5.72,32.22,0,0,0,1
4.26,7.58,70.77,119.81,0.01,0.02,23.61,0.38,30.46,0,0,0,1
4.24,8.68,81.97,100.74,0,0.02,22.21,0.52,30.71,0,1,0,1
4.44,8.37,51.29,89.36,0.01,0.02,11.31,1.55,36.23,0,1,0,1
3.09,7.49,95.38,75.38,0.01,0.02,22.95,0.31,32.42,1,1,1,1
4.61,6.92,35.68,84.98,0,0.02,19.12,0.82,30.67,1,1,1,1
3.79,7.85,51.37,115.25,0.01,0.02,11.26,0.3,34.82,1,0,0,1
3.33,6.55,66.5,86.78,0.01,0.02,13.13,0.56,33.25,1,1,1,1
4.79,6.8,96.2,107.07,0.02,0.02,21.93,4.68,34.23,1,1,0,1
4.78,8.09,75.94,144.12,0,0.02,24.29,0.19,32.99,0,0,0,1
4.69,7.71,41.48,137.02,0,0.02,13.81,3.57,32.46,0,1,0,1
4.19,8.99,74.14,148.96,0,0.02,19.34,2.78,31.1,0,1,0,1
3.84,8.15,76.03,139.21,0.02,0.02,24.44,0.72,32.21,1,1,0,1
4.11,8.93,30.19,90.08,0.01,0.02,13.85,0.97,36.4,0,1,0,1
4.09,8.7,33.15,99.45,0.01,0.02,21.15,0.58,35.16,0,1,0,1
4.44,8.26,62.79,138.22,0.01,0.02,15.91,0.48,35.46,0,1,0,1
3.75,6.71,70.31,80.05,0.02,0.02,22.59,0.41,30.3,1,1,1,1
3.48,7.6,30.44,134.78,0.02,0.02,14.53,0.81,35.72,1,1,1,1
4.34,6.5,71.67,128.34,0,0.02,20.71,3.06,30.02,1,1,1,1
3.07,8.2,46.66,101.76,0.01,0.02,14.6,3.85,35.08,1,1,1,1
3.77,8.44,27.92,105.73,0.01,0.02,23.56,0.43,34.89,1,1,0,1
4.57,8.78,57.61,79.95,0.01,0.02,11.81,1.95,28.82,0,1,0,1
3.69,7.39,37.42,137.76,0.01,0.02,19.5,0.86,33.26,1,1,1,1
4.13,7.86,40.85,97.27,0,0.02,20.67,2.08,34.63,0,1,0,1
3.64,8.13,75.62,142.27,0.01,0.02,17.04,0.17,32.69,1,0,1,1
4.99,6.94,74.4,97.99,0.01,0.02,24.35,0.12,29.41,1,1,1,1
3.05,8.96,65.49,105.49,0.01,0.02,23.17,0.47,32.16,1,1,1,1
3.55,6.51,61.84,139.26,0.01,0.02,17.61,5.45,35.2,1,1,1,1
4,6.99,26.48,110.75,0.01,0.02,24.45,4.05,32.23,1,1,1,1
3.74,7.67,91.14,112.79,0.01,0.02,21.25,4.46,30.94,1,0,0,1
3.44,7.89,49.11,126.14,0.01,0.02,20.3,2.9,30.22,1,0,0,1
3.77,7.14,73.67,95.91,0.01,0.02,13.16,0.67,36.84,1,1,0,1
4.61,8.99,85.74,136.55,0,0.02,24.5,0.11,34.62,0,0,0,1
4.57,7.62,94.11,149.84,0.01,0.02,10.06,1.32,36.2,0,0,0,1
4.31,6.64,85.13,131.38,0,0.02,16.04,0.48,34.85,1,1,1,1
3.71,8.24,53.36,144.95,0.01,0.02,12.48,0.45,29.04,1,1,0,1
3.68,7.09,85.66,128.4,0.02,0.02,15.32,0.24,35.83,1,1,1,1
3.11,7.25,27.94,123.29,0.02,0.02,20.51,3.58,33.11,1,1,1,1
4.73,7.14,40.36,144.45,0.01,0.02,20.12,4.49,36.99,1,1,0,1
3.15,6.72,76.11,132.05,0.01,0.02,22.11,0.2,31.01,1,1,1,1
4.37,7.92,71.54,86.85,0.01,0.02,11.63,3.91,28.42,0,0,0,1
4.15,7.17,89.69,138.53,0.02,0.02,24.32,0.3,30.69,1,1,0,1
3.86,6.58,59.27,148.6,0.01,0.02,22.44,0.75,29.34,1,1,1,1
3.97,8.1,92.66,111.51,0.01,0.02,21.61,0.42,36.69,1,0,0,1
4.36,8,35.01,144.95,0.01,0.02,24.4,4.58,34.13,0,1,0,1
3.41,6.98,40.32,114.95,0,0.02,20.57,2.89,28.05,1,1,1,1
3.74,8.22,91.56,127.49,0.01,0.02,12.05,2.01,31.38,1,1,0,1
4.52,7.28,49.55,126.33,0,0.02,20.25,1.39,35.86,1,1,0,1
3.21,7.57,39.87,147.15,0.01,0.02,22.11,4.58,28.01,1,1,1,1
4.53,4.75,46.62,33.12,0.01,0.01,20.11,0.52,33.66,1,1,1,1
5.19,3.09,27.37,215.07,1.25,0.02,20.78,1.25,29.61,1,1,1,1
6.49,9.65,33.08,64.34,0.01,0.02,12.8,0.76,35.17,0,1,0,1
7.87,4.82,129.31,60.71,1.07,0.02,20.12,0.63,31.46,0,0,0,1
7.4,10.24,245.72,98.64,1.34,0.02,23,0.23,29.08,0,0,0,0
7.66,12.71,231.86,121.94,0.47,0.01,22.48,4.42,29.88,0,1,0,0
3.2,10.47,147.42,251.62,1.35,0.01,18.05,0.8,32.17,0,0,1,1
7.53,1.49,30.16,86.52,0.01,0.02,23.17,2.87,31.85,1,1,1,1
7.28,0.05,26.58,259.72,0.01,0.01,11.1,5.16,35.79,1,1,1,1
5.87,0,41.93,188.8,0.02,0.02,21.03,3.41,29.23,1,1,1,1
5.16,13.65,39.7,95.99,0.31,0.02,10.5,3.35,28.1,0,1,0,1
5.73,5.11,45.67,88.84,0.02,0.02,16.26,0.2,28.5,1,1,1,1
4.7,4.24,25.75,93.42,1.14,0.02,13.75,3.12,33.92,1,1,1,1
5.55,13.35,34.41,213.28,0,0.02,23.43,0.84,29.81,0,1,0,1
4.15,4.81,31.46,76.29,0.01,0.02,22.73,0.99,29.15,1,1,1,1
7.21,1.87,248.65,226.02,0.01,0.02,10.93,1.83,33.26,0,0,0,1
4.44,2.86,43.12,124.77,1.23,0,15.73,0.9,31.7,1,1,1,1
4.78,12.99,27.15,135.65,0.01,0,21.77,0.42,32.53,0,1,0,1
6.32,0.07,189.66,87.04,0.54,0,21.4,5.37,29.05,0,0,0,0
7.97,5.53,46.37,118.55,0,0.02,15,0.79,28.15,1,1,1,1
3.83,12.48,32.5,115.99,0.59,0.01,10.27,5.51,35.88,0,1,0,1
6.74,2.19,26.71,102.86,0.01,0,23.29,0.8,32.49,1,1,1,1
4.26,11.67,257.94,71.24,1.62,0.02,21.02,3.97,36.1,0,1,0,1
3.7,4.88,264.41,145.41,0.02,0.02,12.92,5.91,31.03,1,0,0,1
7.81,4.96,264.95,129.33,0.72,0.02,23.17,0.35,31.93,0,0,0,1
4.95,9.96,226.55,42.26,0,0.02,16.79,5.51,30.73,0,1,0,0
5.62,4.97,131.2,245.16,0.01,0,24.74,2.77,33.62,0,0,0,1
6.34,3.58,41.12,140.44,0.01,0.01,17.58,0.79,34.73,1,1,1,1
3.36,0.23,115.16,240.37,0.01,0.02,15.61,4.33,31.64,1,1,1,1
4.12,12.82,154.32,144.36,0,0.02,23.19,5.08,33.61,0,1,0,1
3.17,0.29,48.2,97.59,0.61,0.01,11.15,2.05,34.27,1,1,1,1
3.69,1.38,44.69,50.54,0.95,0.01,11.77,3.04,36.43,1,1,1,1
4.9,4.51,31.52,165.51,1.63,0.01,18.08,0.26,31.36,1,1,1,1
5.82,0.29,38.7,124.12,0.1,0,22.37,0.57,35,1,1,1,1
7.44,1.67,158.8,50.2,0.01,0.01,13.75,0.1,34.78,0,0,0,1
3.35,1.02,32.44,103.27,0.61,0.02,24.74,2.22,33.99,1,1,1,1
3.98,13.34,36.41,137.2,0.02,0.02,23.1,5,34.37,1,1,0,1
6.25,11.7,26.09,23.84,1.91,0.02,24.46,0.21,28.28,0,1,0,1
5.64,10.44,187.4,229.69,0.01,0.01,23.84,0.75,31.13,0,0,0,1
5.3,14.08,26.63,231.42,1.75,0.02,21.5,0.44,33.43,0,1,0,1
